I decided as long as I'm going to hell, I might as well do it thoroughly.|Stephenie Meyer
Whenever people agree with me I always feel I must be wrong.|Oscar Wilde
Women want love to be a novel. Men, a short story.|Daphne du Maurier
When I do good, I feel good. When I do bad, I feel bad. That's my religion.|Abraham Lincoln
Never miss a good chance to shut up.|Will Rogers
I hate men who are afraid of women's strength.|AnaÃ¯s Nin
Well-read people are less likely to be evil.|Lemony Snicket
I suffer from girlnextdooritis where the guy is friends with you and that's it.|Taylor Swift
What draws people to be friends is that they see the same truth. They share it.|C. S. Lewis
The course of true love never did run smooth.|William Shakespeare
The best way out is always through.|Robert Frost
Sometimes, the best way to help someone is just to be near them.|Veronica Roth
This is a new year. A new beginning. And things will change.|Taylor Swift
District 12: Where you can starve to death in safety.|Suzanne Collins
Now that she had nothing to lose, she was free.|Paulo Coelho
Luxury is not a necessity to me, but beautiful and good things are.|Anais Nin
All thinking men are atheists.|Ernest Hemingway
The most terrible poverty is loneliness, and the feeling of being unloved.|Mother Teresa
To survive, you must tell stories.|Umberto Eco
He who knows all the answers has not been asked all the questions.|Confucius
The more I read, the more I acquire, the more certain I am that I know nothing.|Voltaire
You get what anybody gets - you get a lifetime.|Neil Gaiman
Feminism is the radical notion that women are human beings.|Cheris Kramarae
All human wisdom is contained in these two words - Wait and Hope|Alexandre Dumas
Oh, we're playing nice now? Shall we have tea first? Brew up a nice pot of kiss-my-ass?|Julie Kagawa
No good deed goes unpunished.|Oscar Wilde
The desire to reach for the stars is ambitious. The desire to reach hearts is wise.|Maya Angelou
The things we love destroy us every time, lad. Remember that.|George R.R. Martin
Man is the cruelest animal.|Friedrich Nietzsche
Sometimes you lose a battle. But mischief always wins the war|John Green
Humor is reason gone mad.|Groucho Marx
It is nothing to die. It is frightful not to live.|Victor Hugo
Maybe this world is another planetâ€™s hell.|Aldous Huxley
Scars have the strange power to remind us that our past is real.|Cormac McCarthy
We learn from failure, not from success!|Bram Stoker
Marriage can wait, education cannot.|Khaled Hosseini
There are much worse games to play.|Suzanne Collins
I never forget a face, but in your case I'll be glad to make an exception.|Groucho Marx
This is where it all begins. Everything starts here, today.|David Nicholls
I know not all that may be coming, but be it what it will, I'll go to it laughing.|Herman Melville
Don't let the muggles get you down.|J.K. Rowling
No great mind has ever existed without a touch of madness.|Aristotle
The mountains are calling and I must go.|John Muir
My religion is very simple. My religion is kindness.|Dalai Lama XIV
Five exclamation marks, the sure sign of an insane mind.|Terry Pratchett
You're something between a dream and a miracle.|Elizabeth Barrett Browning
But if thought corrupts language, language can also corrupt thought.|George Orwell
Instructions for living a life. Pay attention. Be astonished. Tell about it.|Mary Oliver
After a good dinner one can forgive anybody, even one's own relations.|Oscar Wilde
The role of a writer is not to say what we can all say, but what we are unable to say.|Anais Nin
Lovers don't finally meet somewhere. They're in each other all along.|Mawlana Jalal-al-Din Rumi
Fear is a phoenix. You can watch it burn a thousand times and still it will return.|Leigh Bardugo
The way to get started is to quit talking and begin doing. |Walt Disney
Death is so terribly final, while life is full of possibilities.|George R.R. Martin
Freedom (n.): To ask nothing. To expect nothing. To depend on nothing.|Ayn Rand
I know some who are constantly drunk on books as other men are drunk on whiskey.|H.L. Mencken
Literature is a luxury; fiction is a necessity.|G.K. Chesterton
Stars, hide your fires; Let not light see my black and deep desires.|William Shakespeare
Life has no remote....get up and change it yourself!|Mark A. Cooper
Music is ... A higher revelation than all Wisdom & Philosophy|Ludwig van Beethoven
To lose balance sometimes for love is part of living a balancedlife.|Elizabeth Gilbert
We are always the same age inside. |Gertrude Stein
Ask for what you want and be prepared to get it!|Maya Angelou
It is not the length of life, but the depth.|Ralph Waldo Emerson
When I'm good, I'm very good, but when I'm bad, I'm better. |Mae West
Others have seen what is and asked why. I have seen what could be and asked why not. |Pablo Picasso
There is nothing more deceptive than an obvious fact.|Arthur Conan Doyle
Sometimes even to live is an act of courage.|Lucius Annaeus Seneca
I don't suffer from my insanity -- I enjoy every minute of it.|Sherrilyn Kenyon
It was a bright cold day in April, and the clocks were striking thirteen.|George Orwell
It is better to offer no excuse than a bad one.|George Washington
Life doesn't imitate art, it imitates bad television.|Woody Allen
Real generosity towards the future lies in giving all to the present.|Albert Camus
Man, when you lose your laugh you lose your footing.|Ken Kesey
I just want to be wonderful.|Marilyn Monroe
Lord, what fools these mortals be!|William Shakespeare
Sometimes it takes a good fall to really know where you stand|Hayley Williams
The only person you are destined to become is the person you decide to be.|Ralph Waldo Emerson
If you want to be happy, be.|Tolstoy Leo
I love you as certain dark things are loved, secretly, between the shadow and the soul.|Pablo Neruda
The thing I realize is, that it's not what you take, it's what you leave.|Jennifer Niven
Poetry is what gets lost in translation.|Robert Frost
It crosses my mind that Cinna's calm and normal demeanor masks a complete madman.|Suzanne Collins
Happiness is not the absence of problems, it's the ability to deal with them.|Steve Maraboli
When he died, all things soft and beautiful and bright would be buried with him.|Madeline Miller
He is half of my soul, as the poets say.|Madeline Miller
Spring is the time of plans and projects.|Leo Tolstoy
And then I am going to rattle the stars.|Sarah J. Maas
People, generally, suck.|Christopher Moore
Peace cannot be kept by force; it can only be achieved by understanding.|Albert Einstein
Black hair and blue eyes are my favorite combination.|Cassandra Clare
I don't hate you.. I just don't like that you exist|Gena Showalter
Poetry is what happens when nothing else can.|Charles Bukowski
We live as we dream--alone....|Joseph Conrad
No one is useless in this world who lightens the burdens of another.|Charles Dickens
The soul is healed by being with children.|Fyodor Dostoevsky
If we have no peace, it is because we have forgotten that we belong to each other.|Mother Teresa
If you try to fail, and succeed, which have you done?|George Carlin
Listen to them, the children of the night. What music they make!|Bram Stoker
We are all born mad. Some remain so.|Samuel Beckett
A question that sometimes drives me hazy: am I or are the others crazy?|Albert Einstein
The worst thing about new books is that they keep us from reading the old ones.|Joseph Joubert
Dreams are the touchstones of our characters.|Henry David Thoreau
The past beats inside me like a second heart.|John Banville
It is often in the darkest skies that we see the brightest stars.|Richard Evans
My wish is that you may be loved to the point of madness.|AndrÃ© Breton
The difference between sex and love is that sex relieves tension and love causes it.|Woody Allen
sex is the consolation you have when you can't have love|Gabriel GarcÃ­a MÃ¡rquez
I am a part of all that I have met.|Alfred Tennyson
Today is the sort of day where the sun only comes up to humiliate you.|Chuck Palahniuk
Morality is simply the attitude we adopt towards people we personally dislike.|Oscar Wilde
Silence is so freaking loud|Sarah Dessen
